,0
120,"
March 15, 2019 at 6:59 MODERATE avalanche danger exists at all elevations today mainly due to loose wet avalanche problems. An unlikely but not impossible wind slab problem may still linger in some isolated places as well.
"
121,"
March 14, 2019 at 6:58 MODERATE avalanche danger exists at all elevations today. Wind slab and loose wet avalanche problems are possible. Either of these problems could have consequences for backcountry travelers.
"
122,"
March 13, 2019 at 6:50 MODERATE avalanche danger will continue due to a wind slab avalanche problem in near and above treeline areas.  LOW avalanche danger exists in below treeline terrain.
"
123,"
March 12, 2019 at 6:49 MODERATE avalanche danger continues near treeline and above treeline due to the possibility of encountering unstable wind slabs. Below treeline avalanche danger is LOW.
"
124,"
March 11, 2019 at 6:48 MODERATE avalanche danger will exist due to wind slab and loose wet avalanche problems at all elevations.  Human triggered avalanches remain possible today.
"
125,"
March 10, 2019 at 6:56 A wind slab avalanche problem is expected to continue today in near treeline and above treeline areas. MODERATE avalanche danger exists near and above treeline. LOW avalanche danger exists below treeline.
"
126,"
March 9, 2019 at 6:59 The avalanche danger remains MODERATE in near and above treeline terrain due to the possibility of lingering wind slab avalanche problems. Human-triggered avalanches large enough to have consequences may remain possible in some areas. 
"
127,"
March 8, 2019 at 6:59 Wind slab avalanche problems will keep the avalanche danger at MODERATE in near and above treeline terrain today. Human-triggered avalanches large enough to have consequences are possible. 
"
128,"
March 7, 2019 at 6:59 MODERATE avalanche danger exists at all elevations today due to wind slab and storm slab avalanche problems. Human-triggered avalanches large enough to have consequences remain possible today. If the clouds part today, the strong March sunshine could exacerbate the existing avalanche problems and could allow wet snow instabilities to form. 
"
129,"
March 5, 2019 at 6:48 MODERATE avalanche danger will exist due to wind slab and loose wet avalanche problems as another warm storm impacts our forecast area starting this afternoon.  Human triggered avalanche activity remains possible.
"
130,"
March 4, 2019 at 6:46 MODERATE avalanche danger continues at all elevations due to lingering wind slab and expected loose wet avalanche problems today.
"
131,"
March 3, 2019 at 6:48 MODERATE avalanche danger exists at all elevations today due to wind slab and loose wet avalanche problems.
"
132,"
March 1, 2019 at 6:54 MODERATE avalanche danger will exist at all elevations with wind slab and loose wet avalanche problems.  Periods of intense sunshine along with rapid warming could increase the amount of avalanche activity today.  Avalanche danger is expected to rise tomorrow as another storm impacts our forecast area.
"
133,"
February 25, 2019 at 6:50 MODERATE avalanche danger will exist in near and above treeline terrain due to a wind slab avalanche problem.  Human triggered wind slab avalanches remain possible.  Low avalanche danger will continue in protected below treeline terrain.  Avalanche danger is expected to dramatically increase this evening.  This forecast is good for 12 hours and will be updated by 7pm.
"
134,"
February 24, 2019 at 6:52 MODERATE avalanche danger will exist due to a wind slab avalanche problem in near and above treeline terrain.  Human triggered wind slab avalanches will be possible today.  Low avalanche danger will continue in below treeline areas.
"
135,"
February 22, 2019 at 6:51 A few areas of MODERATE avalanche danger linger near treeline and above treeline due to small wind slabs. Below treeline, LOW avalanche danger continues.
"
136,"
February 21, 2019 at 6:59 In near and above treeline terrain, the avalanche danger is MODERATE today due to the potential for wind slabs in some terrain. Below treeline the avalanche danger is LOW.
"
137,"
February 20, 2019 at 6:58 MODERATE avalanche danger still exists near and above treeline due to the potential for lingering wind slabs in some terrain. Below treeline the avalanche danger is LOW.
"
138,"
February 19, 2019 at 6:59 MODERATE avalanche danger still exists at all elevations due to a combination of new and old wind slabs and some potential loose dry avalanches. Human triggered avalanches remain possible today.
"
139,"
February 18, 2019 at 6:55 MODERATE avalanche danger will exist due to wind slab and storm slab avalanche problems.  Human triggered avalanches remain possible at all elevations.
"
140,"
February 12, 2019 at 6:59 MODERATE avalanche danger exists in near and above treeline terrain due to wind slab avalanche problems. Human-triggered avalanches will remain possible today. Expect avalanche conditions to become more complex and dangerous as a winter storm arrives tomorrow.  
"
141,"
February 11, 2019 at 6:52 MODERATE avalanche danger will exist today throughout the forecast region.  Human triggered wind slab and storm slab avalanches will be possible at all elevations. 
"
142,"
February 8, 2019 at 6:56 MODERATE avalanche danger exists today as drifting snow forms new wind slabs near treeline and above treeline. Below treeline, LOW avalanche danger continues. Expect increasing avalanche danger at all elevations over the weekend.
"
143,"
February 7, 2019 at 6:59 MODERATE avalanche danger exists in near and above treeline terrain due to some lingering wind slabs. The avalanche danger is LOW below treeline. Human-triggered avalanches may remain possible today.
"
144,"
February 6, 2019 at 6:59 MODERATE avalanche danger exists in near and above treeline terrain due to a wind slab avalanche problem. LOW danger exists in below treeline areas. Human-triggered avalanches remain possible today.
"
145,"
January 23, 2019 at 6:59 MODERATE avalanche danger exists in near and above treeline terrain with LOW danger in below treeline areas. Lingering wind slabs and unlikely but not impossible deep slabs represent today's avalanche problems. Human triggered avalanches may still remain possible in some areas.
"
146,"
January 22, 2019 at 6:59 MODERATE avalanche danger exists at all elevations due to new and old wind slabs and a possible lingering deep slab problem. Human triggered avalanches remain possible today. 
"
147,"
January 19, 2019 at 6:53 MODERATE avalanche danger exists at all elevations due to lingering wind slab and deep slab avalanche problems. Large destructive slab avalanches remain possible in isolated areas. Small loose wet avalanches may occur today in steep terrain.
"
