,0
139,"
April 22, 2017 at 6:47 LOW avalanche danger early this morning will increase to MODERATE avalanche danger in response to daytime warming as the day progresses. Areas of loose wet avalanche problems are expected to develop on all aspects at all elevations today. Cornice collapse may continue to occur today, presenting an additional hazard to backcountry travelers.
"
140,"
April 21, 2017 at 6:59 LOW avalanche danger this morning will rise to MODERATE avalanche danger as the day warms up. Loose wet avalanches will become possible again today on slopes where wet snow forms. While triggering a wind slab has become unlikely except in a few isolated places, cornice failures remain possible today especially as warming weakens the cornices. Avoid slopes where wet, unsupportable snow exists and complex or extreme terrain where isolated wind slabs may exist. Give all cornices a wide berth.  
"
141,"
April 12, 2017 at 6:52 For most of today, avalanche danger is LOW for all elevations. Following arrival of the incoming storm, avalanche danger will increase to CONSIDERABLE during the evening and overnight hours at all elevations. Dangerous conditions will exist in the backcountry tonight and tomorrow with wind slab and storm slab avalanche problems expected.
"
142,"
April 10, 2017 at 6:46 Very early this morning, avalanche danger is LOW for all elevations. From mid morning onwards, areas of MODERATE avalanche danger are expected at all elevations as loose wet avalanche problems develop in response to daytime warming. Instability will become increasingly widespread during the afternoon hours.
"
143,"
April 6, 2017 at 6:45 LOW avalanche danger this morning will increase to MODERATE as loose wet avalanches become possible due to a weak refreeze, warm temperatures, and possible rain today. 
During the night natural avalanches will become possible and the avalanche danger will rise to CONSIDERABLE as a strong storm arrives over the region. WIND SLABS, STORM SLABS, and LOOSE WET avalanche problems could become widespread. Expect dangerous avalanche conditions in the backcountry through Saturday. Check back tomorrow morning for the latest updates. 
"
144,"
April 4, 2017 at 6:48 LOW avalanche danger is expected through most of this morning. Starting from mid day onwards, areas of MODERATE avalanche danger will form as loose wet avalanche problems develop in response to daytime warming. During the afternoon hours, loose wet instability is expected at all elevations.
"
145,"
March 31, 2017 at 7:01 In most areas along the Sierra Crest, the avalanche danger will remain LOW today due to cooler temperatures, cold NE winds, and a lack of significant new snow accumulation. Across the Lake in the Mt. Rose area and in other high-elevation areas across the region where more snow fell, areas of MODERATE avalanche danger will exist in near and above treeline terrain where wind slabs may exist. If more warming occurs today than forecasted, some loose wet instabilities may form. 
"
146,"
March 30, 2017 at 7:00 Some areas of minor loose wet instabilities may exist in areas that are receiving rain this morning, but these concerns should diminish as the day cools off. The avalanche danger should remain LOW today due to the small amount of new snow accumulation expected out of this storm. LOW danger does not mean no danger and some small wind slabs could still form on isolated terrain features. If more snow falls than forecasted larger wind slabs could exist.  
"
147,"
March 29, 2017 at 6:55 Early this morning avalanche danger is LOW for all elevations. As the day progresses, MODERATE avalanche danger will develop at all elevations as loose wet avalanche problems develop in response to daytime warming. Human triggered avalanche activity is possible today on steep slopes during the afternoon hours and could occur during the mid to late morning hours in some locations.
"
148,"
March 18, 2017 at 7:00 LOW avalanche danger may only exist for a brief period early this morning due to little to no overnight refreeze. As the day warms up, the avalanche danger will quickly rise to MODERATE as loose wet avalanches become possible. Evaluate snow and terrain carefully and move to less steep slopes or change activities once the snow becomes wet and unsupportable. Avoid slopes below large cornices and glide cracks. 
"
149,"
March 16, 2017 at 6:59 LOW avalanche danger exists this morning. The avalanche danger will increase to MODERATE as loose wet avalanches become possible due to daytime warming and intense spring sunshine. Evaluate snow and terrain carefully and move to less steep slopes or slopes with colder more frozen snow once the snow becomes wet and unsupportable. Avoid slopes below large cornices and glide cracks. 
"
150,"
March 15, 2017 at 6:56 LOW avalanche danger exists today for all elevations. The rate of snow surface melt is expected to be slower today as compared to the past several days. Loose wet avalanches may still occur today, but instability is expected to be less widespread than earlier this week. Avoid travel on or below steep slopes with wet snow and no supportable surface crust.
"
151,"
March 14, 2017 at 6:49 Early this morning, avalanche danger is LOW for all elevations. MODERATE avalanche danger will form quickly during the mid to late morning hours as loose wet avalanche problems develop at all elevations in response to daytime warming. Start early and exit avalanche terrain early. Avoid travel on or below steep slopes with wet snow and no supportable surface crust.
"
152,"
March 11, 2017 at 6:56 LOW avalanche danger exists this morning. The avalanche danger will increase to MODERATE as loose wet avalanches become possible due to daytime warming and intense spring sunshine. Evaluate snow and terrain carefully and move to less steep slopes or slopes with colder more frozen snow once signs of loose wet instabilities like roller balls, pinwheels, or sinking above your boots into wet snow start to occur. 
"
153,"
March 10, 2017 at 6:58 LOW avalanche danger this morning will increase to MODERATE avalanche danger today as loose wet avalanches become possible. If any areas recieve rain today, loose wet avalanche activity will be more widespread in those areas. Evaluate snow and terrain carefully and move to slopes with colder more frozen snow once signs of loose wet instabilities like roller balls, pinwheels, or sinking deep into wet snow start to occur. 
"
